College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Academic_Score,Skill_Score,Placement_Score,Placement_Readiness,Risk_Score,Risk_Level,Skill_Gap
CLG0087,104,6.44,5.99,7,No,2,2,4,No,3.93,4.04,4.26,MEDIUM,5.74,HIGH,3.96
CLG0025,88,8.13,8.38,8,Yes,7,5,0,No,7.02,3.18,4.88,MEDIUM,5.12,MEDIUM,4.82
CLG0068,99,5.66,5.4,7,No,10,10,3,No,3.03,8.4,5.56,MEDIUM,4.44,MEDIUM,0.0
CLG0041,77,9.41,8.93,9,No,6,3,4,No,8.53,5.29,6.14,HIGH,3.86,LOW,2.71
CLG0075,109,9.14,9.04,2,No,8,1,3,No,6.11,4.0,5.21,MEDIUM,4.79,MEDIUM,4.0
CLG0062,126,8.26,8.24,4,No,4,10,5,Yes,5.67,8.8,7.24,HIGH,2.76,LOW,0.0
CLG0041,141,7.29,6.96,2,No,6,2,0,No,3.48,1.64,3.76,LOW,6.24,HIGH,6.36
CLG0082,101,9.66,9.2,8,No,7,4,5,No,8.54,6.73,7.13,HIGH,2.87,LOW,1.27
CLG0033,111,9.15,8.84,2,No,8,7,0,No,5.97,4.27,5.29,MEDIUM,4.71,MEDIUM,3.73
CLG0100,73,7.5,7.68,8,No,7,1,0,No,6.13,1.4,3.56,LOW,6.44,HIGH,6.6
CLG0038,122,8.51,8.09,6,No,1,5,1,No,6.37,2.78,5.04,MEDIUM,4.96,MEDIUM,5.22
CLG0018,111,7.83,7.89,7,No,10,2,0,No,6.15,2.44,4.63,MEDIUM,5.37,MEDIUM,5.56
CLG0054,92,7.94,7.59,6,No,5,8,2,No,5.67,5.71,5.42,MEDIUM,4.58,MEDIUM,2.29
CLG0049,118,6.65,6.35,9,No,3,2,0,No,4.98,1.04,3.72,LOW,6.28,HIGH,6.96
CLG0061,96,7.31,7.2,4,Yes,3,4,5,No,4.33,5.93,5.04,MEDIUM,4.96,MEDIUM,2.07
CLG0016,93,5.39,4.99,1,Yes,8,6,3,No,0.56,6.22,3.6,LOW,6.4,HIGH,1.78
CLG0086,107,6.79,6.46,9,No,6,9,5,No,5.15,8.76,6.69,HIGH,3.31,LOW,0.0
CLG0085,84,8.48,8.33,10,Yes,5,10,0,No,7.86,5.0,5.88,MEDIUM,4.12,MEDIUM,3.0
CLG0044,115,9.77,9.6,8,Yes,1,4,3,Yes,8.9,3.93,6.4,HIGH,3.6,LOW,4.07
CLG0031,84,9.82,10.0,1,No,0,4,3,No,6.89,3.73,4.98,MEDIUM,5.02,MEDIUM,4.27
CLG0095,84,7.78,7.35,10,No,9,7,5,No,6.73,8.47,6.82,HIGH,3.18,LOW,0.0
CLG0027,86,8.03,8.39,6,No,3,1,4,No,6.31,3.8,4.81,MEDIUM,5.19,MEDIUM,4.2
CLG0041,111,5.93,6.25,10,No,8,5,1,No,4.81,4.18,4.79,MEDIUM,5.21,MEDIUM,3.82
CLG0003,90,8.48,8.75,4,No,3,5,3,No,6.17,4.78,5.22,MEDIUM,4.78,MEDIUM,3.22
CLG0095,79,5.35,5.16,2,No,1,1,3,No,1.0,2.6,2.09,LOW,7.91,HIGH,5.4
CLG0034,90,6.42,6.74,3,No,7,6,2,No,3.13,5.22,4.18,LOW,5.82,HIGH,2.78
CLG0090,99,8.34,8.02,9,Yes,5,9,0,No,7.22,4.56,5.7,MEDIUM,4.3,MEDIUM,3.44
CLG0088,82,6.55,6.17,5,No,0,7,1,No,3.46,3.47,3.47,LOW,6.53,HIGH,4.53
CLG0010,82,5.25,4.79,7,No,3,2,1,No,2.33,1.84,2.37,LOW,7.63,HIGH,6.16
CLG0057,131,9.16,9.6,2,Yes,9,4,5,Yes,6.54,7.13,7.01,HIGH,2.99,LOW,0.87
CLG0029,87,6.55,6.36,8,No,4,8,4,No,4.6,7.11,5.47,MEDIUM,4.53,MEDIUM,0.89
CLG0038,95,5.32,5.74,3,No,0,1,3,No,1.74,2.4,2.58,LOW,7.42,HIGH,5.6
CLG0077,94,5.37,5.14,1,Yes,1,6,3,No,0.66,4.82,3.1,LOW,6.9,HIGH,3.18
CLG0006,93,6.26,6.67,8,Yes,8,3,2,No,4.65,4.09,4.38,MEDIUM,5.62,MEDIUM,3.91
CLG0014,109,5.89,6.29,9,No,0,3,1,No,4.48,1.69,3.63,LOW,6.37,HIGH,6.31
CLG0094,114,8.87,9.29,8,Yes,10,1,0,No,8.14,2.0,5.3,MEDIUM,4.7,MEDIUM,6.0
CLG0004,95,6.61,6.61,1,No,7,8,4,No,2.48,7.71,5.0,MEDIUM,5.0,MEDIUM,0.29
CLG0045,81,9.02,9.39,7,Yes,10,5,4,No,7.97,6.98,6.66,HIGH,3.34,LOW,1.02
CLG0092,119,5.87,6.32,7,No,8,1,4,No,3.83,4.8,4.79,MEDIUM,5.21,MEDIUM,3.2
CLG0039,98,7.46,7.28,4,Yes,1,5,4,No,4.48,5.18,4.84,MEDIUM,5.16,MEDIUM,2.82
CLG0074,125,8.44,8.36,8,Yes,1,5,5,Yes,7.2,5.98,6.71,HIGH,3.29,LOW,2.02
CLG0054,66,8.26,8.48,5,Yes,6,9,1,No,6.18,5.56,5.12,MEDIUM,4.88,MEDIUM,2.44
CLG0026,102,8.01,7.81,4,Yes,9,10,3,No,5.2,8.2,6.4,HIGH,3.6,LOW,0.0
CLG0098,128,9.62,9.87,5,No,8,3,1,No,8.01,3.29,6.01,HIGH,3.99,LOW,4.71
CLG0029,94,6.14,5.71,2,Yes,9,9,5,No,1.87,9.36,5.4,MEDIUM,4.6,MEDIUM,0.0
CLG0062,96,7.47,7.49,4,No,8,8,0,No,4.64,4.71,4.68,MEDIUM,5.32,MEDIUM,3.29
CLG0008,104,9.42,9.04,10,Yes,2,10,4,Yes,8.95,7.6,7.7,HIGH,2.3,LOW,0.4
CLG0039,91,5.39,5.18,8,No,6,2,5,No,3.04,5.64,4.33,MEDIUM,5.67,MEDIUM,2.36
CLG0018,95,5.28,5.04,7,No,5,9,1,No,2.53,5.36,4.08,LOW,5.92,HIGH,2.64
CLG0073,94,6.17,6.51,8,Yes,7,5,0,No,4.48,3.18,3.97,LOW,6.03,HIGH,4.82
CLG0022,90,8.17,7.86,7,No,7,8,2,No,6.33,6.11,5.81,MEDIUM,4.19,MEDIUM,1.89
CLG0018,118,6.3,6.61,7,No,7,8,4,Yes,4.3,7.71,6.12,HIGH,3.88,LOW,0.29
CLG0037,106,5.95,6.24,7,No,7,4,5,No,3.82,6.73,5.33,MEDIUM,4.67,MEDIUM,1.27
CLG0033,103,7.29,7.29,2,No,10,1,3,No,3.72,4.4,4.31,MEDIUM,5.69,MEDIUM,3.6
CLG0048,112,8.07,7.8,3,No,9,9,3,Yes,4.9,7.76,6.28,HIGH,3.72,LOW,0.24
CLG0048,96,6.24,5.97,1,Yes,5,6,3,No,1.79,5.62,3.9,LOW,6.1,HIGH,2.38
CLG0002,88,6.5,6.46,2,No,8,2,0,No,2.64,2.04,2.68,LOW,7.32,HIGH,5.96
CLG0026,90,8.07,7.58,10,No,4,4,1,No,7.07,2.93,4.84,MEDIUM,5.16,MEDIUM,5.07
CLG0017,100,9.73,9.76,6,Yes,3,10,4,Yes,8.33,7.8,7.46,HIGH,2.54,LOW,0.2
CLG0004,84,8.37,8.82,2,Yes,6,5,4,No,5.49,6.18,5.4,MEDIUM,4.6,MEDIUM,1.82
CLG0009,92,8.91,8.56,1,No,2,6,5,No,5.29,6.62,5.64,MEDIUM,4.36,MEDIUM,1.38
CLG0010,92,6.83,6.9,8,No,7,5,4,No,5.16,6.38,5.49,MEDIUM,4.51,MEDIUM,1.62
CLG0069,131,6.36,6.82,9,No,7,9,4,Yes,5.15,8.16,6.86,HIGH,3.14,LOW,0.0
CLG0038,58,7.27,7.63,7,No,10,10,2,No,5.63,7.6,5.58,MEDIUM,4.42,MEDIUM,0.4
CLG0049,97,9.04,9.39,3,No,4,2,5,No,6.64,5.24,5.71,MEDIUM,4.29,MEDIUM,2.76
CLG0040,125,7.28,7.6,1,No,9,3,4,No,3.61,5.89,5.24,MEDIUM,4.76,MEDIUM,2.11
CLG0049,101,9.23,9.04,4,No,7,10,2,Yes,6.83,7.0,6.56,HIGH,3.44,LOW,1.0
CLG0086,111,9.94,10.0,10,No,2,3,1,No,9.96,2.09,6.02,HIGH,3.98,LOW,5.91
CLG0019,101,5.36,5.8,3,Yes,2,3,3,No,1.81,3.69,3.23,LOW,6.77,HIGH,4.31
CLG0037,89,5.23,5.23,3,Yes,3,6,2,No,1.31,4.42,3.11,LOW,6.89,HIGH,3.58
CLG0097,66,5.75,5.6,2,No,8,8,3,No,1.56,7.11,3.9,LOW,6.1,HIGH,0.89
CLG0049,103,6.92,6.83,10,No,4,5,3,No,5.83,4.98,5.38,MEDIUM,4.62,MEDIUM,3.02
CLG0006,88,5.66,5.49,3,No,5,6,0,No,1.76,3.22,2.8,LOW,7.2,HIGH,4.78
CLG0064,87,9.35,9.06,5,Yes,3,1,2,No,7.25,2.2,4.57,MEDIUM,5.43,MEDIUM,5.8
CLG0023,92,5.12,5.24,4,No,8,10,4,No,1.58,8.8,5.02,MEDIUM,4.98,MEDIUM,0.0
CLG0078,126,6.58,6.64,1,No,3,3,5,No,2.49,5.49,4.64,MEDIUM,5.36,MEDIUM,2.51
CLG0031,136,5.92,5.88,1,Yes,2,4,0,No,1.53,1.73,2.93,LOW,7.07,HIGH,6.27
CLG0053,103,9.66,9.26,1,No,1,7,4,No,6.25,6.07,5.99,HIGH,4.01,LOW,1.93
CLG0033,93,8.35,8.65,10,No,2,5,5,No,8.02,6.18,6.57,HIGH,3.43,LOW,1.82
CLG0017,82,9.56,9.23,9,Yes,0,1,3,No,8.84,2.4,5.2,MEDIUM,4.8,MEDIUM,5.6
CLG0065,107,9.86,9.47,9,No,10,3,0,No,9.19,2.89,5.96,HIGH,4.04,LOW,5.11
CLG0076,126,7.49,7.61,9,No,7,2,4,No,6.41,5.04,6.03,HIGH,3.97,LOW,2.96
CLG0067,96,6.17,6.07,10,No,0,6,4,No,4.82,5.42,5.04,MEDIUM,4.96,MEDIUM,2.58
CLG0045,64,5.97,5.53,4,No,5,5,1,No,2.31,3.58,2.75,LOW,7.25,HIGH,4.42
CLG0100,110,6.11,5.97,4,No,10,3,0,No,2.71,2.89,3.42,LOW,6.58,HIGH,5.11
CLG0088,114,8.54,8.81,10,No,1,2,0,No,8.25,0.64,4.8,MEDIUM,5.2,MEDIUM,7.36
CLG0078,76,5.2,5.32,7,No,10,1,3,No,2.69,4.4,3.43,LOW,6.57,HIGH,3.6
CLG0037,102,5.26,5.12,3,Yes,10,2,5,No,1.25,6.44,4.12,LOW,5.88,HIGH,1.56
CLG0092,106,8.04,7.73,10,No,2,5,3,No,7.16,4.58,5.81,MEDIUM,4.19,MEDIUM,3.42
CLG0027,98,8.21,8.34,3,Yes,8,5,0,No,5.38,3.38,4.48,MEDIUM,5.52,MEDIUM,4.62
CLG0020,88,8.33,8.72,4,No,8,9,1,No,6.06,5.96,5.61,MEDIUM,4.39,MEDIUM,2.04
CLG0079,115,6.86,7.01,6,Yes,5,6,1,No,4.59,4.02,4.71,MEDIUM,5.29,MEDIUM,3.98
CLG0042,93,9.03,9.34,1,No,6,3,5,No,5.93,6.09,5.7,MEDIUM,4.3,MEDIUM,1.91
CLG0025,77,7.67,7.69,3,No,4,10,3,No,4.58,7.2,5.33,MEDIUM,4.67,MEDIUM,0.8
CLG0070,69,5.53,5.75,5,No,6,3,2,No,2.54,3.69,2.97,LOW,7.03,HIGH,4.31
CLG0051,118,8.99,9.39,4,Yes,5,3,4,Yes,6.95,5.09,6.13,HIGH,3.87,LOW,2.91
CLG0078,109,9.77,10.0,8,No,4,8,3,Yes,9.2,6.31,7.37,HIGH,2.63,LOW,1.69
CLG0039,101,5.3,5.71,9,No,2,9,1,No,3.7,4.76,4.41,MEDIUM,5.59,MEDIUM,3.24
CLG0030,93,6.96,6.89,8,Yes,1,3,0,No,5.23,1.09,3.42,LOW,6.58,HIGH,6.91
CLG0047,92,7.44,7.84,9,Yes,4,1,1,No,6.55,1.6,4.13,LOW,5.87,HIGH,6.4
CLG0047,83,5.73,5.85,8,Yes,7,8,0,No,3.73,4.51,4.01,LOW,5.99,HIGH,3.49
CLG0050,93,9.34,9.71,10,Yes,4,10,3,Yes,9.39,7.2,7.52,HIGH,2.48,LOW,0.8
CLG0028,68,6.42,5.96,1,No,2,2,4,No,1.89,4.04,2.83,LOW,7.17,HIGH,3.96
CLG0031,88,8.92,9.08,7,No,9,7,5,No,7.68,8.47,7.26,HIGH,2.74,LOW,0.0
CLG0073,95,8.35,8.7,9,Yes,2,7,4,No,7.72,6.27,6.52,HIGH,3.48,LOW,1.73
CLG0048,109,7.99,7.66,1,No,4,9,3,No,4.08,6.76,5.5,MEDIUM,4.5,MEDIUM,1.24
CLG0066,99,5.96,6.12,10,Yes,8,8,4,No,4.73,7.91,6.05,HIGH,3.95,LOW,0.09
CLG0053,111,6.1,6.42,1,Yes,7,9,4,Yes,2.04,8.16,5.28,MEDIUM,4.72,MEDIUM,0.0
CLG0060,120,5.24,5.03,10,No,6,1,5,No,3.5,5.2,4.83,MEDIUM,5.17,MEDIUM,2.8
CLG0047,115,6.2,6.11,2,Yes,4,3,2,No,2.2,3.29,3.46,LOW,6.54,HIGH,4.71
CLG0045,107,6.73,6.8,5,Yes,8,4,2,No,4.03,4.53,4.55,MEDIUM,5.45,MEDIUM,3.47
CLG0001,100,9.17,9.19,8,Yes,1,3,2,No,8.24,2.69,5.38,MEDIUM,4.62,MEDIUM,5.31
CLG0066,85,6.83,6.37,8,No,5,8,0,No,4.77,4.11,4.3,MEDIUM,5.7,MEDIUM,3.89
CLG0092,111,8.77,8.37,10,Yes,6,7,2,Yes,8.07,5.47,6.61,HIGH,3.39,LOW,2.53
CLG0100,125,7.2,6.8,4,Yes,6,5,3,No,3.98,5.38,5.18,MEDIUM,4.82,MEDIUM,2.62
CLG0023,105,8.92,8.68,7,No,10,5,5,No,7.38,7.78,7.16,HIGH,2.84,LOW,0.22
CLG0020,128,9.88,9.63,7,No,3,4,2,Yes,8.66,3.53,6.36,HIGH,3.64,LOW,4.47
CLG0033,77,6.2,6.44,9,No,1,5,5,No,4.78,5.98,4.92,MEDIUM,5.08,MEDIUM,2.02
CLG0094,82,9.31,9.38,9,Yes,0,5,3,No,8.8,4.18,5.89,MEDIUM,4.11,MEDIUM,3.82
CLG0089,112,8.11,8.37,3,Yes,0,4,2,Yes,5.34,2.93,4.52,MEDIUM,5.48,MEDIUM,5.07
CLG0048,103,9.09,8.66,8,Yes,2,5,4,No,7.81,5.38,6.34,HIGH,3.66,LOW,2.62
CLG0016,119,8.26,8.25,5,No,6,7,2,Yes,6.01,5.47,5.93,HIGH,4.07,MEDIUM,2.53
CLG0039,99,7.12,6.94,5,No,10,9,3,No,4.36,7.96,5.92,MEDIUM,4.08,MEDIUM,0.04
CLG0007,86,6.14,6.49,8,No,4,7,3,No,4.45,5.87,4.9,MEDIUM,5.1,MEDIUM,2.13
CLG0062,96,5.35,5.56,6,No,6,1,5,No,2.62,5.2,4.07,LOW,5.93,HIGH,2.8
CLG0044,77,7.68,8.05,10,Yes,8,9,3,Yes,7.18,7.56,6.51,HIGH,3.49,LOW,0.44
CLG0097,83,9.95,9.5,10,No,7,3,2,No,9.6,3.89,6.11,HIGH,3.89,LOW,4.11
CLG0098,114,8.69,8.91,1,No,0,2,0,No,5.42,0.44,3.59,LOW,6.41,HIGH,7.56
CLG0081,113,6.64,6.68,4,Yes,3,10,3,Yes,3.55,7.0,5.45,MEDIUM,4.55,MEDIUM,1.0
CLG0049,105,9.14,9.47,9,No,4,9,5,Yes,8.76,8.36,7.94,HIGH,2.06,LOW,0.0
CLG0004,74,8.84,8.85,5,Yes,6,2,0,No,6.79,1.64,3.94,LOW,6.06,HIGH,6.36
CLG0013,94,6.41,6.45,4,Yes,10,10,2,No,3.25,7.6,5.25,MEDIUM,4.75,MEDIUM,0.4
CLG0026,81,5.07,4.62,10,No,7,9,5,No,3.1,8.96,5.51,MEDIUM,4.49,MEDIUM,0.0
CLG0013,117,5.59,5.76,1,No,7,5,0,No,1.25,3.18,3.07,LOW,6.93,HIGH,4.82
CLG0096,91,9.39,9.16,9,No,3,6,0,No,8.69,2.82,5.46,MEDIUM,4.54,MEDIUM,5.18
CLG0043,83,9.18,8.7,8,Yes,10,7,3,No,7.89,7.07,6.7,HIGH,3.3,LOW,0.93
CLG0012,100,6.48,6.05,3,No,6,7,5,No,2.66,7.87,5.22,MEDIUM,4.78,MEDIUM,0.13
CLG0078,90,6.43,6.89,9,Yes,10,4,2,No,5.25,4.93,4.91,MEDIUM,5.09,MEDIUM,3.07
CLG0085,122,8.96,8.81,1,Yes,1,4,3,Yes,5.5,3.93,5.16,MEDIUM,4.84,MEDIUM,4.07
CLG0033,88,9.69,10.0,4,Yes,8,5,4,No,7.81,6.58,6.56,HIGH,3.44,LOW,1.42
CLG0067,79,8.9,9.36,5,No,5,9,1,No,7.2,5.36,5.67,MEDIUM,4.33,MEDIUM,2.64
CLG0007,67,8.03,8.47,4,No,3,10,0,No,5.7,4.6,4.56,MEDIUM,5.44,MEDIUM,3.4
CLG0079,99,6.21,6.59,4,No,5,1,2,No,3.23,2.6,3.32,LOW,6.68,HIGH,5.4
CLG0007,91,7.63,8.02,9,No,6,8,0,No,6.79,4.31,5.29,MEDIUM,4.71,MEDIUM,3.69
CLG0043,78,6.17,5.96,5,Yes,9,8,2,No,3.08,6.51,4.47,MEDIUM,5.53,MEDIUM,1.49
CLG0048,117,9.04,8.69,1,No,7,7,3,Yes,5.46,6.47,6.07,HIGH,3.93,LOW,1.53
CLG0090,110,6.93,7.07,7,No,3,6,1,No,5.01,3.62,4.63,MEDIUM,5.37,MEDIUM,4.38
CLG0026,99,9.17,9.16,6,No,8,3,1,No,7.55,3.29,5.33,MEDIUM,4.67,MEDIUM,4.71
CLG0076,120,6.91,6.51,9,Yes,5,8,1,No,5.26,4.91,5.42,MEDIUM,4.58,MEDIUM,3.09
CLG0059,109,9.12,9.3,4,No,0,7,1,No,6.96,3.47,5.33,MEDIUM,4.67,MEDIUM,4.53
CLG0056,87,6.67,6.73,10,No,2,8,0,No,5.61,3.51,4.43,MEDIUM,5.57,MEDIUM,4.49
CLG0040,84,7.2,7.56,6,Yes,0,2,2,No,5.2,2.04,3.63,LOW,6.37,HIGH,5.96
CLG0066,112,8.08,8.19,10,Yes,5,8,4,Yes,7.52,7.31,7.15,HIGH,2.85,LOW,0.69
CLG0015,105,5.35,5.42,7,Yes,5,7,2,No,2.85,5.27,4.34,MEDIUM,5.66,MEDIUM,2.73
CLG0044,102,9.74,9.68,4,No,6,6,0,No,7.61,3.42,5.45,MEDIUM,4.55,MEDIUM,4.58
CLG0095,87,7.87,7.83,9,Yes,0,9,5,No,6.8,7.56,6.53,HIGH,3.47,LOW,0.44
CLG0059,109,7.54,7.99,1,No,0,8,3,No,4.05,5.51,4.99,MEDIUM,5.01,MEDIUM,2.49
CLG0034,88,9.2,8.84,1,No,4,5,4,No,5.67,5.78,5.38,MEDIUM,4.62,MEDIUM,2.22
CLG0012,98,9.33,9.28,3,No,4,5,4,No,6.74,5.78,5.98,HIGH,4.02,LOW,2.22
CLG0006,121,7.61,7.77,9,No,0,9,5,Yes,6.6,7.56,7.03,HIGH,2.97,LOW,0.44
CLG0096,90,9.64,9.57,5,No,6,8,4,Yes,7.8,7.51,6.96,HIGH,3.04,LOW,0.49
CLG0100,76,5.32,5.1,1,No,6,4,0,No,0.6,2.53,1.85,LOW,8.15,HIGH,5.47
CLG0010,84,5.57,5.36,5,No,5,9,1,No,2.28,5.36,3.79,LOW,6.21,HIGH,2.64
CLG0080,114,7.98,7.71,6,No,6,6,5,No,5.78,7.42,6.53,HIGH,3.47,LOW,0.58
CLG0025,103,6.77,6.61,4,No,5,5,1,No,3.58,3.58,3.92,LOW,6.08,HIGH,4.42
CLG0094,98,7.32,7.69,7,Yes,9,10,1,No,5.7,6.6,5.89,MEDIUM,4.11,MEDIUM,1.4
CLG0040,92,6.64,6.65,3,Yes,1,7,2,No,3.2,4.47,3.94,LOW,6.06,HIGH,3.53
CLG0093,107,7.02,6.76,5,No,4,9,1,No,4.17,5.16,4.86,MEDIUM,5.14,MEDIUM,2.84
CLG0048,87,9.11,8.99,6,No,6,1,4,No,7.39,4.4,5.5,MEDIUM,4.5,MEDIUM,3.6
CLG0087,104,7.97,7.58,7,No,1,9,1,No,6.01,4.56,5.3,MEDIUM,4.7,MEDIUM,3.44
CLG0056,89,9.99,10.0,10,No,4,10,5,Yes,9.99,8.8,8.34,HIGH,1.66,LOW,0.0
CLG0060,86,8.93,8.84,2,Yes,2,5,5,No,5.84,6.18,5.58,MEDIUM,4.42,MEDIUM,1.82
CLG0007,90,6.37,6.85,5,Yes,8,9,4,No,3.85,8.36,5.72,MEDIUM,4.28,MEDIUM,0.0
CLG0047,94,6.32,6.17,7,No,9,5,4,No,3.99,6.78,5.21,MEDIUM,4.79,MEDIUM,1.22
CLG0014,99,6.68,7.02,7,No,0,7,2,No,4.82,4.27,4.63,MEDIUM,5.37,MEDIUM,3.73
CLG0002,103,9.22,8.98,3,No,6,7,5,No,6.45,7.87,6.79,HIGH,3.21,LOW,0.13
CLG0063,44,5.14,4.72,8,Yes,9,9,1,No,2.55,6.16,3.54,LOW,6.46,HIGH,1.84
CLG0037,87,6.15,5.68,1,Yes,3,5,3,No,1.53,4.78,3.31,LOW,6.69,HIGH,3.22
CLG0069,94,9.52,9.63,4,Yes,4,7,1,No,7.44,4.27,5.59,MEDIUM,4.41,MEDIUM,3.73
CLG0022,122,8.2,8.01,3,Yes,0,5,3,Yes,5.13,4.18,5.11,MEDIUM,4.89,MEDIUM,3.82
CLG0070,83,6.13,6.07,4,Yes,4,4,5,No,2.8,6.13,4.29,MEDIUM,5.71,MEDIUM,1.87
CLG0045,102,6.1,6.42,9,No,10,1,2,No,4.7,3.6,4.36,MEDIUM,5.64,MEDIUM,4.4
CLG0007,122,9.31,9.06,8,No,7,5,0,No,8.23,3.18,5.95,HIGH,4.05,LOW,4.82
CLG0100,80,9.47,9.28,4,No,5,4,2,No,7.15,3.93,5.1,MEDIUM,4.9,MEDIUM,4.07
CLG0005,105,6.28,6.63,8,No,1,1,2,No,4.63,1.8,3.67,LOW,6.33,HIGH,6.2
CLG0026,87,7.1,7.09,1,No,1,10,3,No,3.13,6.6,4.68,MEDIUM,5.32,MEDIUM,1.4
CLG0092,92,9.17,9.5,8,No,10,1,2,No,8.47,3.6,5.7,MEDIUM,4.3,MEDIUM,4.4
CLG0047,87,8.86,8.73,10,No,8,5,4,No,8.39,6.58,6.77,HIGH,3.23,LOW,1.42
CLG0087,89,9.07,8.97,2,No,0,9,2,Yes,6.02,5.16,5.29,MEDIUM,4.71,MEDIUM,2.84
CLG0066,140,7.59,7.26,6,No,1,1,5,No,5.21,4.2,5.46,MEDIUM,4.54,MEDIUM,3.8
CLG0021,112,9.56,9.98,6,No,7,8,2,Yes,8.39,6.11,7.01,HIGH,2.99,LOW,1.89
CLG0066,116,6.63,7.03,3,No,5,9,3,Yes,3.47,6.96,5.45,MEDIUM,4.55,MEDIUM,1.04
CLG0002,107,5.78,6.26,5,No,2,10,5,No,3.06,8.4,5.71,MEDIUM,4.29,MEDIUM,0.0
CLG0018,75,8.54,8.44,2,Yes,2,4,2,No,5.31,3.33,4.04,LOW,5.96,HIGH,4.67
CLG0091,105,7.7,8.02,8,No,10,8,2,Yes,6.5,6.71,6.38,HIGH,3.62,LOW,1.29
CLG0064,116,9.27,9.18,8,Yes,8,1,5,Yes,8.29,5.6,6.84,HIGH,3.16,LOW,2.4
CLG0046,87,5.41,5.36,5,No,1,4,5,No,2.18,5.53,3.87,LOW,6.13,HIGH,2.47
CLG0069,114,9.22,9.55,7,No,9,10,5,Yes,8.2,9.8,8.45,HIGH,1.55,LOW,0.0
CLG0009,110,6.47,6.15,8,No,4,2,1,No,4.39,2.04,3.75,LOW,6.25,HIGH,5.96
CLG0014,127,8.27,7.99,4,No,6,10,5,Yes,5.49,9.2,7.35,HIGH,2.65,LOW,0.0
CLG0068,93,5.2,5.01,2,No,5,4,4,No,0.8,5.53,3.42,LOW,6.58,HIGH,2.47
CLG0065,83,8.05,8.34,5,No,0,2,4,No,5.95,3.64,4.55,MEDIUM,5.45,MEDIUM,4.36
CLG0040,94,8.59,8.46,7,No,9,3,4,No,7.03,5.89,6.07,HIGH,3.93,LOW,2.11
CLG0022,121,6.84,6.7,4,No,2,1,2,No,3.69,2.0,3.64,LOW,6.36,HIGH,6.0
CLG0015,72,6.08,6.58,4,Yes,4,10,4,No,3.14,8.0,4.99,MEDIUM,5.01,MEDIUM,0.0
CLG0025,68,7.69,7.57,4,Yes,2,3,1,No,4.83,2.09,3.23,LOW,6.77,HIGH,5.91
CLG0064,101,9.17,8.92,9,No,2,7,0,No,8.38,3.07,5.61,MEDIUM,4.39,MEDIUM,4.93
CLG0051,93,6.62,6.74,9,No,4,8,0,No,5.25,3.91,4.55,MEDIUM,5.45,MEDIUM,4.09
CLG0032,100,6.26,6.56,10,Yes,7,6,1,No,5.24,4.42,4.87,MEDIUM,5.13,MEDIUM,3.58
CLG0095,114,6.39,5.96,8,Yes,9,1,0,No,4.21,1.8,3.65,LOW,6.35,HIGH,6.2
CLG0042,91,9.75,9.87,8,Yes,7,7,0,No,9.09,4.07,6.12,HIGH,3.88,LOW,3.93
CLG0087,71,6.8,6.34,7,No,7,3,3,No,4.4,4.69,4.15,LOW,5.85,HIGH,3.31
CLG0017,130,5.02,5.05,1,No,5,9,2,Yes,0.39,6.16,4.14,LOW,5.86,HIGH,1.84
CLG0034,85,8.91,8.67,8,No,8,2,3,No,7.7,4.44,5.61,MEDIUM,4.39,MEDIUM,3.56
CLG0069,84,8.5,8.31,4,No,4,9,3,Yes,5.86,6.76,5.78,MEDIUM,4.22,MEDIUM,1.24
CLG0047,116,5.64,5.61,1,No,9,10,1,No,1.17,6.6,4.39,MEDIUM,5.61,MEDIUM,1.4
CLG0042,94,9.92,10.0,1,Yes,6,2,0,No,6.95,1.64,4.34,MEDIUM,5.66,MEDIUM,6.36
CLG0094,99,8.04,8.25,3,Yes,0,2,1,No,5.21,1.24,3.57,LOW,6.43,HIGH,6.76
CLG0050,107,7.5,7.94,3,No,3,4,4,No,4.66,5.13,5.04,MEDIUM,4.96,MEDIUM,2.87
CLG0053,116,6.91,7.07,10,No,0,2,3,No,6.0,2.84,4.82,MEDIUM,5.18,MEDIUM,5.16
CLG0094,94,9.49,9.0,1,No,9,7,0,No,5.96,4.47,5.08,MEDIUM,4.92,MEDIUM,3.53
CLG0014,122,6.22,5.99,8,Yes,1,3,2,No,4.13,2.69,4.11,LOW,5.89,HIGH,5.31
CLG0089,67,6.43,6.84,4,Yes,5,4,3,No,3.54,4.73,3.75,LOW,6.25,HIGH,3.27
CLG0067,111,5.61,5.75,4,Yes,0,1,0,No,2.25,0.0,2.1,LOW,7.9,HIGH,8.0
CLG0020,87,8.8,9.28,6,No,8,10,4,Yes,7.42,8.8,7.27,HIGH,2.73,LOW,0.0
CLG0061,120,7.98,7.64,9,No,5,4,1,No,6.73,3.13,5.29,MEDIUM,4.71,MEDIUM,4.87
CLG0023,102,8.05,7.85,9,Yes,7,4,0,No,6.92,2.73,4.9,MEDIUM,5.1,MEDIUM,5.27
CLG0023,89,6.09,5.95,8,No,9,4,0,No,4.02,3.13,3.68,LOW,6.32,HIGH,4.87
CLG0021,109,8.26,8.09,1,No,9,9,3,Yes,4.56,7.76,6.09,HIGH,3.91,LOW,0.24
